NAME : C07
VERTICES : 54
EDG_REQ : 52
EDG_NONREQ : 18
VEHICLES : 8
CAPACITY : 300
DEPOT : 22
STARTTIME : 0
ENDTIME : 420
SERVICE_SPEED_FACTOR : 0.70
[NETWORK_DATA]
0 27 33 85 7 [ 21 63 168 231 357 378 ] [ 0.65 0.87 1.02 1.03 1.11 0.84 0.72 ]
27 0 33 85 7 [ 126 168 252 336 378 399 ] [ 0.85 0.94 1.14 1.05 1.18 0.82 0.66 ]
0 1 12 30 7 [ 189 210 231 294 315 378 ] [ 0.73 0.89 1.04 1.03 1.22 0.84 0.67 ]
1 0 12 30 7 [ 63 126 147 252 315 336 ] [ 0.62 0.87 1.27 0.92 1.28 0.83 0.63 ]
2 37 27 70 7 [ 84 189 252 273 357 378 ] [ 0.76 0.88 1.15 1.01 1.20 0.85 0.65 ]
37 2 27 70 7 [ 84 168 210 273 294 378 ] [ 0.77 0.99 1.08 0.92 1.30 0.92 0.70 ]
3 5 5 10 7 [ 21 63 147 168 357 399 ] [ 0.76 0.82 1.09 1.02 1.14 0.92 0.66 ]
5 3 5 10 7 [ 42 84 105 126 231 252 ] [ 0.67 0.97 1.15 1.00 1.12 0.84 0.79 ]
4 33 16 40 7 [ 21 42 252 315 336 357 ] [ 0.86 0.83 1.06 1.01 1.19 0.97 0.60 ]
33 4 16 40 7 [ 21 84 105 231 252 294 ] [ 0.90 0.90 1.14 1.03 1.28 0.86 0.78 ]
5 33 5 10 7 [ 21 63 147 231 294 399 ] [ 0.72 0.92 1.18 0.96 1.18 0.91 0.80 ]
33 5 5 10 7 [ 42 105 168 210 336 378 ] [ 0.81 0.97 1.26 1.01 1.19 0.95 0.82 ]
6 29 12 30 7 [ 42 63 168 252 294 378 ] [ 0.88 0.91 1.19 0.96 1.29 0.85 0.76 ]
29 6 12 30 7 [ 42 147 231 252 315 336 ] [ 0.71 0.82 1.04 0.99 1.11 0.98 0.84 ]
7 32 22 55 7 [ 21 42 105 210 273 378 ] [ 0.64 0.97 1.24 0.99 1.02 0.86 0.87 ]
32 7 22 55 7 [ 105 147 252 273 294 378 ] [ 0.81 0.99 1.06 0.92 1.03 0.89 0.86 ]
11 12 33 85 7 [ 63 105 210 231 315 336 ] [ 0.65 0.86 1.25 1.05 1.07 0.82 0.86 ]
12 11 33 85 7 [ 126 252 294 315 336 357 ] [ 0.62 0.85 1.28 0.93 1.13 0.81 0.88 ]
12 13 3 5 7 [ 84 105 126 147 189 252 ] [ 0.66 0.83 1.22 1.05 1.09 0.90 0.82 ]
13 12 3 5 7 [ 21 42 189 231 336 357 ] [ 0.65 0.90 1.14 0.94 1.21 0.87 0.64 ]
12 50 31 80 7 [ 42 84 189 252 273 378 ] [ 0.85 0.86 1.24 1.07 1.27 0.98 0.65 ]
50 12 31 80 7 [ 63 105 168 210 378 399 ] [ 0.90 0.87 1.17 1.08 1.07 0.92 0.66 ]
14 15 10 25 7 [ 84 147 168 231 336 357 ] [ 0.75 1.00 1.14 1.03 1.16 0.95 0.83 ]
15 14 10 25 7 [ 21 63 84 210 273 294 ] [ 0.78 0.98 1.13 0.96 1.06 0.94 0.83 ]
15 50 35 90 7 [ 42 63 126 252 273 336 ] [ 0.69 0.86 1.19 0.97 1.02 0.98 0.72 ]
50 15 35 90 7 [ 21 42 105 252 336 399 ] [ 0.70 0.84 1.06 0.95 1.19 0.94 0.69 ]
