NAME : egl-s1-B
VERTICES : 140
EDG_REQ : 75
EDG_NONREQ : 115
VEHICLES : 10
CAPACITY : 150
DEPOT : 0
STARTTIME : 0
ENDTIME : 420
SERVICE_SPEED_FACTOR : 0.70
[NETWORK_DATA]
4 5 8 26 7 [ 21 42 126 189 210 357 ] [ 0.52 0.74 1.18 0.87 1.39 0.88 0.71 ]
5 4 8 26 7 [ 126 147 231 294 315 378 ] [ 0.68 0.77 1.09 0.84 1.21 0.78 0.71 ]
5 7 4 10 7 [ 42 84 189 294 378 399 ] [ 0.70 0.98 1.07 1.04 1.06 0.75 0.66 ]
7 5 4 10 7 [ 105 168 231 252 357 399 ] [ 0.56 0.85 1.17 1.18 1.18 0.75 0.80 ]
7 8 10 37 7 [ 63 168 189 210 294 399 ] [ 0.75 0.81 1.05 0.82 1.07 0.76 0.70 ]
8 7 10 37 7 [ 21 42 84 126 231 336 ] [ 0.62 0.91 1.38 0.91 1.19 0.95 0.68 ]
7 10 13 48 7 [ 42 105 210 231 252 357 ] [ 0.51 0.95 1.10 0.85 1.04 0.74 0.74 ]
10 7 13 48 7 [ 42 84 189 210 252 399 ] [ 0.53 0.86 1.29 0.89 1.33 0.93 0.69 ]
10 11 7 25 7 [ 147 189 231 273 294 336 ] [ 0.68 0.72 1.26 0.94 1.17 0.75 0.78 ]
11 10 7 25 7 [ 63 126 168 315 357 399 ] [ 0.77 0.99 1.01 1.12 1.00 0.96 0.53 ]
11 12 4 12 7 [ 21 126 210 294 315 336 ] [ 0.68 0.73 1.15 0.82 1.10 0.80 0.52 ]
12 11 4 12 7 [ 147 189 252 315 378 399 ] [ 0.67 0.77 1.24 1.00 1.28 0.85 0.60 ]
12 13 6 18 7 [ 42 84 126 189 273 378 ] [ 0.62 0.81 1.05 0.90 1.32 0.74 0.57 ]
13 12 6 18 7 [ 42 105 147 252 357 378 ] [ 0.76 0.99 1.28 1.10 1.29 0.88 0.60 ]
19 21 4 10 7 [ 21 42 189 231 252 336 ] [ 0.58 0.82 1.38 1.08 1.38 0.90 0.56 ]
21 19 4 10 7 [ 21 42 168 231 252 399 ] [ 0.56 0.73 1.03 1.05 1.06 0.77 0.64 ]
19 23 9 33 7 [ 63 84 126 252 273 399 ] [ 0.67 0.72 1.16 0.92 1.32 0.82 0.61 ]
23 19 9 33 7 [ 21 105 147 231 252 315 ] [ 0.57 0.72 1.34 1.00 1.31 0.85 0.75 ]
23 24 4 10 7 [ 105 126 210 252 273 378 ] [ 0.53 0.82 1.26 0.83 1.09 0.98 0.71 ]
24 23 4 10 7 [ 42 231 252 336 357 399 ] [ 0.75 0.85 1.20 1.02 1.23 0.96 0.79 ]
24 26 6 19 7 [ 21 84 105 210 231 273 ] [ 0.70 0.97 1.11 1.01 1.30 0.93 0.52 ]
26 24 6 19 7 [ 63 147 231 315 357 378 ] [ 0.76 0.86 1.19 1.03 1.25 0.80 0.52 ]
26 27 3 6 7 [ 21 105 126 168 252 399 ] [ 0.80 0.99 1.09 0.87 1.03 0.88 0.75 ]
27 26 3 6 7 [ 63 105 126 231 252 357 ] [ 0.74 0.85 1.33 1.20 1.33 0.89 0.51 ]
27 28 2 5 7 [ 105 189 210 231 378 399 ] [ 0.56 0.76 1.11 0.82 1.24 0.92 0.63 ]
28 27 2 5 7 [ 21 147 231 252 336 357 ] [ 0.75 0.77 1.39 0.86 1.16 0.78 0.53 ]
27 29 2 5 7 [ 42 105 126 210 231 399 ] [ 0.79 0.72 1.25 1.04 1.13 0.96 0.77 ]
29 27 2 5 7 [ 63 168 231 315 357 399 ] [ 0.64 0.79 1.32 1.06 1.29 0.92 0.66 ]
29 31 8 28 7 [ 42 84 147 231 252 399 ] [ 0.77 0.73 1.30 1.11 1.05 0.72 0.53 ]
31 29 8 28 7 [ 21 63 105 147 294 336 ] [ 0.59 0.87 1.16 1.15 1.26 0.71 0.79 ]
10 32 7 24 7 [ 63 105 294 336 357 378 ] [ 0.70 0.88 1.29 1.10 1.11 0.91 0.58 ]
32 10 7 24 7 [ 21 147 210 231 294 378 ] [ 0.57 0.78 1.33 0.86 1.19 0.88 0.52 ]
