NAME : C10
VERTICES : 60
EDG_REQ : 55
EDG_NONREQ : 27
VEHICLES : 9
CAPACITY : 300
DEPOT : 21
STARTTIME : 0
ENDTIME : 420
SERVICE_SPEED_FACTOR : 0.70
[NETWORK_DATA]
0 7 8 20 7 [ 21 168 252 273 315 378 ] [ 0.61 0.71 1.00 1.10 1.17 0.76 0.60 ]
7 0 8 20 7 [ 42 147 231 315 336 378 ] [ 0.52 0.84 1.26 1.10 1.11 0.90 0.73 ]
0 17 49 140 7 [ 42 84 126 189 294 399 ] [ 0.72 0.77 1.13 1.05 1.39 0.76 0.78 ]
17 0 49 140 7 [ 84 168 252 273 357 399 ] [ 0.58 0.78 1.13 1.14 1.26 0.75 0.57 ]
1 2 8 20 7 [ 21 105 147 189 273 336 ] [ 0.73 0.96 1.06 1.13 1.03 0.91 0.67 ]
2 1 8 20 7 [ 63 168 189 252 294 357 ] [ 0.52 0.76 1.25 1.15 1.30 0.71 0.73 ]
1 35 32 90 7 [ 42 105 147 252 336 378 ] [ 0.71 0.83 1.37 0.92 1.07 0.75 0.60 ]
35 1 32 90 7 [ 63 84 168 336 357 399 ] [ 0.61 0.82 1.22 1.10 1.22 0.94 0.67 ]
2 3 25 70 7 [ 84 105 126 210 294 336 ] [ 0.76 0.97 1.04 1.18 1.27 0.82 0.64 ]
3 2 25 70 7 [ 21 42 63 168 189 378 ] [ 0.79 0.81 1.26 0.88 1.39 0.76 0.77 ]
3 39 37 105 7 [ 84 147 168 189 210 336 ] [ 0.67 0.81 1.06 0.85 1.38 0.74 0.56 ]
39 3 37 105 7 [ 63 84 147 231 336 357 ] [ 0.58 0.99 1.16 0.98 1.04 0.88 0.69 ]
7 8 4 10 7 [ 42 63 84 189 210 399 ] [ 0.58 0.97 1.21 0.85 1.31 0.92 0.77 ]
8 7 4 10 7 [ 21 84 147 168 336 357 ] [ 0.75 0.75 1.37 1.04 1.19 0.81 0.76 ]
8 46 20 55 7 [ 126 189 231 252 336 357 ] [ 0.69 0.90 1.29 0.82 1.15 0.75 0.78 ]
46 8 20 55 7 [ 21 42 84 105 210 378 ] [ 0.50 0.97 1.26 0.93 1.37 0.75 0.52 ]
13 31 10 25 7 [ 84 168 231 273 294 336 ] [ 0.50 0.87 1.06 0.81 1.38 0.78 0.73 ]
31 13 10 25 7 [ 63 126 147 294 357 399 ] [ 0.79 0.88 1.34 0.86 1.02 0.71 0.76 ]
13 32 11 30 7 [ 63 84 210 231 252 399 ] [ 0.75 0.75 1.21 0.93 1.25 0.76 0.61 ]
32 13 11 30 7 [ 105 147 168 315 336 357 ] [ 0.73 0.90 1.21 0.94 1.34 0.84 0.67 ]
14 26 18 50 7 [ 21 147 189 315 357 378 ] [ 0.79 0.70 1.09 0.86 1.29 0.91 0.54 ]
26 14 18 50 7 [ 42 126 252 315 336 378 ] [ 0.62 0.84 1.07 0.91 1.12 0.80 0.56 ]
14 28 4 10 7 [ 21 42 126 189 357 378 ] [ 0.66 0.78 1.22 0.80 1.37 0.88 0.59 ]
28 14 4 10 7 [ 63 84 126 210 252 273 ] [ 0.64 0.85 1.29 1.01 1.12 0.89 0.72 ]
15 46 27 75 7 [ 42 168 189 210 273 315 ] [ 0.51 0.99 1.39 0.98 1.33 0.86 0.74 ]
46 15 27 75 7 [ 63 105 210 252 357 378 ] [ 0.79 0.94 1.22 0.93 1.24 0.77 0.68 ]
15 16 25 70 7 [ 42 84 126 168 357 378 ] [ 0.78 0.90 1.40 1.17 1.06 0.73 0.66 ]
16 15 25 70 7 [ 84 168 210 231 273 315 ] [ 0.70 0.82 1.22 1.07 1.21 0.83 0.79 ]
16 18 15 40 7 [ 21 105 126 189 294 357 ] [ 0.70 0.96 1.12 0.93 1.36 0.87 0.56 ]
18 16 15 40 7 [ 21 42 84 252 294 357 ] [ 0.57 0.75 1.03 0.96 1.13 0.99 0.76 ]
16 48 42 120 7 [ 63 84 126 231 336 357 ] [ 0.65 0.81 1.34 0.80 1.37 0.86 0.56 ]
48 16 42 120 7 [ 126 210 315 336 378 399 ] [ 0.75 0.73 1.37 0.93 1.21 0.71 0.69 ]
17 19 15 40 7 [ 147 189 231 252 273 357 ] [ 0.73 0.89 1.15 0.93 1.23 0.74 0.78 ]
19 17 15 40 7 [ 63 147 168 210 252 294 ] [ 0.57 0.83 1.38 0.81 1.20 0.75 0.80 ]
17 35 11 30 7 [ 42 168 210 252 336 357 ] [ 0.79 0.98 1.23 1.07 1.27 0.81 0.51 ]
35 17 11 30 7 [ 21 63 126 168 210 273 ] [ 0.77 0.71 1.09 0.86 1.17 0.78 0.76 ]
18 19 16 45 7 [ 21 42 63 189 315 399 ] [ 0.66 0.87 1.17 0.86 1.15 0.98 0.69 ]
19 18 16 45 7 [ 42 126 168 189 252 399 ] [ 0.63 0.77 1.31 0.98 1.05 0.79 0.79 ]
18 21 16 45 7 [ 105 168 231 252 273 399 ] [ 0.71 0.75 1.09 1.11 1.18 0.83 0.61 ]
21 18 16 45 7 [ 84 168 189 294 357 378 ] [ 0.75 0.93 1.01 1.19 1.34 0.72 0.79 ]
19 45 11 30 7 [ 63 84 168 231 273 315 ] [ 0.69 0.74 1.37 1.16 1.03 0.83 0.63 ]
45 19 11 30 7 [ 21 42 105 147 210 273 ] [ 0.55 0.96 1.39 0.94 1.22 0.86 0.52 ]
20 24 13 35 7 [ 21 63 147 273 357 399 ] [ 0.56 0.95 1.00 1.20 1.10 0.80 0.63 ]
24 20 13 35 7 [ 42 63 147 231 273 378 ] [ 0.76 0.88 1.35 0.84 1.30 0.75 0.64 ]
21 25 18 50 7 [ 168 252 273 294 315 399 ] [ 0.55 0.73 1.12 1.04 1.37 0.95 0.76 ]
25 21 18 50 7 [ 105 126 189 210 231 273 ] [ 0.69 0.89 1.06 0.95 1.04 0.78 0.70 ]
22 25 4 10 7 [ 84 147 168 315 378 399 ] [ 0.60 0.87 1.05 1.08 1.36 0.90 0.69 ]
25 22 4 10 7 [ 21 63 189 252 273 294 ] [ 0.79 0.76 1.23 0.87 1.35 0.85 0.53 ]
22 47 18 50 7 [ 42 105 168 294 336 399 ] [ 0.76 0.97 1.24 1.02 1.22 0.93 0.72 ]
47 22 18 50 7 [ 105 126 147 168 231 315 ] [ 0.73 0.88 1.05 0.87 1.08 0.96 0.65 ]
22 50 52 150 7 [ 42 126 252 336 378 399 ] [ 0.61 0.76 1.08 1.08 1.18 0.96 0.56 ]
